subject_id,session,sample,modality,synthetic,image_path
user_003,1,2,face,True,images/face/user_003/session_1/face_user_003_s1_sample2.png
user_003,1,2,fingerprint,True,images/fingerprint/user_003/session_1/fingerprint_user_003_s1_sample2.png
user_003,1,2,iris,True,images/iris/user_003/session_1/iris_user_003_s1_sample2.png
user_003,1,3,face,True,images/face/user_003/session_1/face_user_003_s1_sample3.png
user_003,1,3,fingerprint,True,images/fingerprint/user_003/session_1/fingerprint_user_003_s1_sample3.png
user_003,1,3,iris,True,images/iris/user_003/session_1/iris_user_003_s1_sample3.png
user_003,2,1,face,True,images/face/user_003/session_2/face_user_003_s2_sample1.png
user_003,2,1,fingerprint,True,images/fingerprint/user_003/session_2/fingerprint_user_003_s2_sample1.png
user_003,2,1,iris,True,images/iris/user_003/session_2/iris_user_003_s2_sample1.png
user_003,2,2,face,True,images/face/user_003/session_2/face_user_003_s2_sample2.png
user_003,2,2,fingerprint,True,images/fingerprint/user_003/session_2/fingerprint_user_003_s2_sample2.png
user_003,2,2,iris,True,images/iris/user_003/session_2/iris_user_003_s2_sample2.png
user_003,2,3,face,True,images/face/user_003/session_2/face_user_003_s2_sample3.png
user_003,2,3,fingerprint,True,images/fingerprint/user_003/session_2/fingerprint_user_003_s2_sample3.png
user_003,2,3,iris,True,images/iris/user_003/session_2/iris_user_003_s2_sample3.png
user_004,1,1,face,True,images/face/user_004/session_1/face_user_004_s1_sample1.png
user_004,1,1,fingerprint,True,images/fingerprint/user_004/session_1/fingerprint_user_004_s1_sample1.png
user_004,1,1,iris,True,images/iris/user_004/session_1/iris_user_004_s1_sample1.png
user_004,1,2,face,True,images/face/user_004/session_1/face_user_004_s1_sample2.png
user_004,1,2,fingerprint,True,images/fingerprint/user_004/session_1/fingerprint_user_004_s1_sample2.png
user_004,1,2,iris,True,images/iris/user_004/session_1/iris_user_004_s1_sample2.png
user_004,1,3,face,True,images/face/user_004/session_1/face_user_004_s1_sample3.png
user_004,1,3,fingerprint,True,images/fingerprint/user_004/session_1/fingerprint_user_004_s1_sample3.png
user_004,1,3,iris,True,images/iris/user_004/session_1/iris_user_004_s1_sample3.png
user_004,2,1,face,True,images/face/user_004/session_2/face_user_004_s2_sample1.png
user_004,2,1,fingerprint,True,images/fingerprint/user_004/session_2/fingerprint_user_004_s2_sample1.png
user_004,2,1,iris,True,images/iris/user_004/session_2/iris_user_004_s2_sample1.png
user_004,2,2,face,True,images/face/user_004/session_2/face_user_004_s2_sample2.png
user_004,2,2,fingerprint,True,images/fingerprint/user_004/session_2/fingerprint_user_004_s2_sample2.png
user_004,2,2,iris,True,images/iris/user_004/session_2/iris_user_004_s2_sample2.png
user_004,2,3,face,True,images/face/user_004/session_2/face_user_004_s2_sample3.png
user_004,2,3,fingerprint,True,images/fingerprint/user_004/session_2/fingerprint_user_004_s2_sample3.png
user_004,2,3,iris,True,images/iris/user_004/session_2/iris_user_004_s2_sample3.png
user_005,1,1,face,True,images/face/user_005/session_1/face_user_005_s1_sample1.png
user_005,1,1,fingerprint,True,images/fingerprint/user_005/session_1/fingerprint_user_005_s1_sample1.png
user_005,1,1,iris,True,images/iris/user_005/session_1/iris_user_005_s1_sample1.png
user_005,1,2,face,True,images/face/user_005/session_1/face_user_005_s1_sample2.png
user_005,1,2,fingerprint,True,images/fingerprint/user_005/session_1/fingerprint_user_005_s1_sample2.png
user_005,1,2,iris,True,images/iris/user_005/session_1/iris_user_005_s1_sample2.png
user_005,1,3,face,True,images/face/user_005/session_1/face_user_005_s1_sample3.png
user_005,1,3,fingerprint,True,images/fingerprint/user_005/session_1/fingerprint_user_005_s1_sample3.png
user_005,1,3,iris,True,images/iris/user_005/session_1/iris_user_005_s1_sample3.png
user_005,2,1,face,True,images/face/user_005/session_2/face_user_005_s2_sample1.png
user_005,2,1,fingerprint,True,images/fingerprint/user_005/session_2/fingerprint_user_005_s2_sample1.png
user_005,2,1,iris,True,images/iris/user_005/session_2/iris_user_005_s2_sample1.png
user_005,2,2,face,True,images/face/user_005/session_2/face_user_005_s2_sample2.png
user_005,2,2,fingerprint,True,images/fingerprint/user_005/session_2/fingerprint_user_005_s2_sample2.png
user_005,2,2,iris,True,images/iris/user_005/session_2/iris_user_005_s2_sample2.png
user_005,2,3,face,True,images/face/user_005/session_2/face_user_005_s2_sample3.png
user_005,2,3,fingerprint,True,images/fingerprint/user_005/session_2/fingerprint_user_005_s2_sample3.png
user_005,2,3,iris,True,images/iris/user_005/session_2/iris_user_005_s2_sample3.png
user_006,1,1,face,True,images/face/user_006/session_1/face_user_006_s1_sample1.png
user_006,1,1,fingerprint,True,images/fingerprint/user_006/session_1/fingerprint_user_006_s1_sample1.png
user_006,1,1,iris,True,images/iris/user_006/session_1/iris_user_006_s1_sample1.png
user_006,1,2,face,True,images/face/user_006/session_1/face_user_006_s1_sample2.png
user_006,1,2,fingerprint,True,images/fingerprint/user_006/session_1/fingerprint_user_006_s1_sample2.png
user_006,1,2,iris,True,images/iris/user_006/session_1/iris_user_006_s1_sample2.png
user_006,1,3,face,True,images/face/user_006/session_1/face_user_006_s1_sample3.png
user_006,1,3,fingerprint,True,images/fingerprint/user_006/session_1/fingerprint_user_006_s1_sample3.png
user_006,1,3,iris,True,images/iris/user_006/session_1/iris_user_006_s1_sample3.png
user_006,2,1,face,True,images/face/user_006/session_2/face_user_006_s2_sample1.png
user_006,2,1,fingerprint,True,images/fingerprint/user_006/session_2/fingerprint_user_006_s2_sample1.png
user_006,2,1,iris,True,images/iris/user_006/session_2/iris_user_006_s2_sample1.png
user_006,2,2,face,True,images/face/user_006/session_2/face_user_006_s2_sample2.png
user_006,2,2,fingerprint,True,images/fingerprint/user_006/session_2/fingerprint_user_006_s2_sample2.png
user_006,2,2,iris,True,images/iris/user_006/session_2/iris_user_006_s2_sample2.png
user_006,2,3,face,True,images/face/user_006/session_2/face_user_006_s2_sample3.png
user_006,2,3,fingerprint,True,images/fingerprint/user_006/session_2/fingerprint_user_006_s2_sample3.png
user_006,2,3,iris,True,images/iris/user_006/session_2/iris_user_006_s2_sample3.png
user_007,1,1,face,True,images/face/user_007/session_1/face_user_007_s1_sample1.png
user_007,1,1,fingerprint,True,images/fingerprint/user_007/session_1/fingerprint_user_007_s1_sample1.png
user_007,1,1,iris,True,images/iris/user_007/session_1/iris_user_007_s1_sample1.png
user_007,1,2,face,True,images/face/user_007/session_1/face_user_007_s1_sample2.png
user_007,1,2,fingerprint,True,images/fingerprint/user_007/session_1/fingerprint_user_007_s1_sample2.png
user_007,1,2,iris,True,images/iris/user_007/session_1/iris_user_007_s1_sample2.png
user_007,1,3,face,True,images/face/user_007/session_1/face_user_007_s1_sample3.png
user_007,1,3,fingerprint,True,images/fingerprint/user_007/session_1/fingerprint_user_007_s1_sample3.png
user_007,1,3,iris,True,images/iris/user_007/session_1/iris_user_007_s1_sample3.png
user_007,2,1,face,True,images/face/user_007/session_2/face_user_007_s2_sample1.png
user_007,2,1,fingerprint,True,images/fingerprint/user_007/session_2/fingerprint_user_007_s2_sample1.png
user_007,2,1,iris,True,images/iris/user_007/session_2/iris_user_007_s2_sample1.png
user_007,2,2,face,True,images/face/user_007/session_2/face_user_007_s2_sample2.png
user_007,2,2,fingerprint,True,images/fingerprint/user_007/session_2/fingerprint_user_007_s2_sample2.png
user_007,2,2,iris,True,images/iris/user_007/session_2/iris_user_007_s2_sample2.png
user_007,2,3,face,True,images/face/user_007/session_2/face_user_007_s2_sample3.png
user_007,2,3,fingerprint,True,images/fingerprint/user_007/session_2/fingerprint_user_007_s2_sample3.png
user_007,2,3,iris,True,images/iris/user_007/session_2/iris_user_007_s2_sample3.png
user_008,1,1,face,True,images/face/user_008/session_1/face_user_008_s1_sample1.png
user_008,1,1,fingerprint,True,images/fingerprint/user_008/session_1/fingerprint_user_008_s1_sample1.png
user_008,1,1,iris,True,images/iris/user_008/session_1/iris_user_008_s1_sample1.png
user_008,1,2,face,True,images/face/user_008/session_1/face_user_008_s1_sample2.png
user_008,1,2,fingerprint,True,images/fingerprint/user_008/session_1/fingerprint_user_008_s1_sample2.png
user_008,1,2,iris,True,images/iris/user_008/session_1/iris_user_008_s1_sample2.png
user_008,1,3,face,True,images/face/user_008/session_1/face_user_008_s1_sample3.png
user_008,1,3,fingerprint,True,images/fingerprint/user_008/session_1/fingerprint_user_008_s1_sample3.png
user_008,1,3,iris,True,images/iris/user_008/session_1/iris_user_008_s1_sample3.png
user_008,2,1,face,True,images/face/user_008/session_2/face_user_008_s2_sample1.png
user_008,2,1,fingerprint,True,images/fingerprint/user_008/session_2/fingerprint_user_008_s2_sample1.png
user_008,2,1,iris,True,images/iris/user_008/session_2/iris_user_008_s2_sample1.png
user_008,2,2,face,True,images/face/user_008/session_2/face_user_008_s2_sample2.png
user_008,2,2,fingerprint,True,images/fingerprint/user_008/session_2/fingerprint_user_008_s2_sample2.png
user_008,2,2,iris,True,images/iris/user_008/session_2/iris_user_008_s2_sample2.png
user_008,2,3,face,True,images/face/user_008/session_2/face_user_008_s2_sample3.png
user_008,2,3,fingerprint,True,images/fingerprint/user_008/session_2/fingerprint_user_008_s2_sample3.png
user_008,2,3,iris,True,images/iris/user_008/session_2/iris_user_008_s2_sample3.png
user_009,1,1,face,True,images/face/user_009/session_1/face_user_009_s1_sample1.png
user_009,1,1,fingerprint,True,images/fingerprint/user_009/session_1/fingerprint_user_009_s1_sample1.png
user_009,1,1,iris,True,images/iris/user_009/session_1/iris_user_009_s1_sample1.png
user_009,1,2,face,True,images/face/user_009/session_1/face_user_009_s1_sample2.png
user_009,1,2,fingerprint,True,images/fingerprint/user_009/session_1/fingerprint_user_009_s1_sample2.png
user_009,1,2,iris,True,images/iris/user_009/session_1/iris_user_009_s1_sample2.png
user_009,1,3,face,True,images/face/user_009/session_1/face_user_009_s1_sample3.png
user_009,1,3,fingerprint,True,images/fingerprint/user_009/session_1/fingerprint_user_009_s1_sample3.png
user_009,1,3,iris,True,images/iris/user_009/session_1/iris_user_009_s1_sample3.png
user_009,2,1,face,True,images/face/user_009/session_2/face_user_009_s2_sample1.png
user_009,2,1,fingerprint,True,images/fingerprint/user_009/session_2/fingerprint_user_009_s2_sample1.png
user_009,2,1,iris,True,images/iris/user_009/session_2/iris_user_009_s2_sample1.png
user_009,2,2,face,True,images/face/user_009/session_2/face_user_009_s2_sample2.png
user_009,2,2,fingerprint,True,images/fingerprint/user_009/session_2/fingerprint_user_009_s2_sample2.png
user_009,2,2,iris,True,images/iris/user_009/session_2/iris_user_009_s2_sample2.png
user_009,2,3,face,True,images/face/user_009/session_2/face_user_009_s2_sample3.png
user_009,2,3,fingerprint,True,images/fingerprint/user_009/session_2/fingerprint_user_009_s2_sample3.png
user_009,2,3,iris,True,images/iris/user_009/session_2/iris_user_009_s2_sample3.png
user_010,1,1,face,True,images/face/user_010/session_1/face_user_010_s1_sample1.png
user_010,1,1,fingerprint,True,images/fingerprint/user_010/session_1/fingerprint_user_010_s1_sample1.png
user_010,1,1,iris,True,images/iris/user_010/session_1/iris_user_010_s1_sample1.png
user_010,1,2,face,True,images/face/user_010/session_1/face_user_010_s1_sample2.png
user_010,1,2,fingerprint,True,images/fingerprint/user_010/session_1/fingerprint_user_010_s1_sample2.png
user_010,1,2,iris,True,images/iris/user_010/session_1/iris_user_010_s1_sample2.png
user_010,1,3,face,True,images/face/user_010/session_1/face_user_010_s1_sample3.png
user_010,1,3,fingerprint,True,images/fingerprint/user_010/session_1/fingerprint_user_010_s1_sample3.png
user_010,1,3,iris,True,images/iris/user_010/session_1/iris_user_010_s1_sample3.png
user_010,2,1,face,True,images/face/user_010/session_2/face_user_010_s2_sample1.png
user_010,2,1,fingerprint,True,images/fingerprint/user_010/session_2/fingerprint_user_010_s2_sample1.png
user_010,2,1,iris,True,images/iris/user_010/session_2/iris_user_010_s2_sample1.png
user_010,2,2,face,True,images/face/user_010/session_2/face_user_010_s2_sample2.png
user_010,2,2,fingerprint,True,images/fingerprint/user_010/session_2/fingerprint_user_010_s2_sample2.png
user_010,2,2,iris,True,images/iris/user_010/session_2/iris_user_010_s2_sample2.png
user_010,2,3,face,True,images/face/user_010/session_2/face_user_010_s2_sample3.png
user_010,2,3,fingerprint,True,images/fingerprint/user_010/session_2/fingerprint_user_010_s2_sample3.png
user_010,2,3,iris,True,images/iris/user_010/session_2/iris_user_010_s2_sample3.png
user_011,1,1,face,True,images/face/user_011/session_1/face_user_011_s1_sample1.png
user_011,1,1,fingerprint,True,images/fingerprint/user_011/session_1/fingerprint_user_011_s1_sample1.png
user_011,1,1,iris,True,images/iris/user_011/session_1/iris_user_011_s1_sample1.png
user_011,1,2,face,True,images/face/user_011/session_1/face_user_011_s1_sample2.png
user_011,1,2,fingerprint,True,images/fingerprint/user_011/session_1/fingerprint_user_011_s1_sample2.png
user_011,1,2,iris,True,images/iris/user_011/session_1/iris_user_011_s1_sample2.png
user_011,1,3,face,True,images/face/user_011/session_1/face_user_011_s1_sample3.png
user_011,1,3,fingerprint,True,images/fingerprint/user_011/session_1/fingerprint_user_011_s1_sample3.png
user_011,1,3,iris,True,images/iris/user_011/session_1/iris_user_011_s1_sample3.png
user_011,2,1,face,True,images/face/user_011/session_2/face_user_011_s2_sample1.png
user_011,2,1,fingerprint,True,images/fingerprint/user_011/session_2/fingerprint_user_011_s2_sample1.png
user_011,2,1,iris,True,images/iris/user_011/session_2/iris_user_011_s2_sample1.png
user_011,2,2,face,True,images/face/user_011/session_2/face_user_011_s2_sample2.png
user_011,2,2,fingerprint,True,images/fingerprint/user_011/session_2/fingerprint_user_011_s2_sample2.png
user_011,2,2,iris,True,images/iris/user_011/session_2/iris_user_011_s2_sample2.png
user_011,2,3,face,True,images/face/user_011/session_2/face_user_011_s2_sample3.png
user_011,2,3,fingerprint,True,images/fingerprint/user_011/session_2/fingerprint_user_011_s2_sample3.png
user_011,2,3,iris,True,images/iris/user_011/session_2/iris_user_011_s2_sample3.png
user_012,1,1,face,True,images/face/user_012/session_1/face_user_012_s1_sample1.png
user_012,1,1,fingerprint,True,images/fingerprint/user_012/session_1/fingerprint_user_012_s1_sample1.png
user_012,1,1,iris,True,images/iris/user_012/session_1/iris_user_012_s1_sample1.png
user_012,1,2,face,True,images/face/user_012/session_1/face_user_012_s1_sample2.png
user_012,1,2,fingerprint,True,images/fingerprint/user_012/session_1/fingerprint_user_012_s1_sample2.png
user_012,1,2,iris,True,images/iris/user_012/session_1/iris_user_012_s1_sample2.png
user_012,1,3,face,True,images/face/user_012/session_1/face_user_012_s1_sample3.png
user_012,1,3,fingerprint,True,images/fingerprint/user_012/session_1/fingerprint_user_012_s1_sample3.png
user_012,1,3,iris,True,images/iris/user_012/session_1/iris_user_012_s1_sample3.png
user_012,2,1,face,True,images/face/user_012/session_2/face_user_012_s2_sample1.png
user_012,2,1,fingerprint,True,images/fingerprint/user_012/session_2/fingerprint_user_012_s2_sample1.png
user_012,2,1,iris,True,images/iris/user_012/session_2/iris_user_012_s2_sample1.png
user_012,2,2,face,True,images/face/user_012/session_2/face_user_012_s2_sample2.png
user_012,2,2,fingerprint,True,images/fingerprint/user_012/session_2/fingerprint_user_012_s2_sample2.png
user_012,2,2,iris,True,images/iris/user_012/session_2/iris_user_012_s2_sample2.png
user_012,2,3,face,True,images/face/user_012/session_2/face_user_012_s2_sample3.png
user_012,2,3,fingerprint,True,images/fingerprint/user_012/session_2/fingerprint_user_012_s2_sample3.png
user_012,2,3,iris,True,images/iris/user_012/session_2/iris_user_012_s2_sample3.png
user_013,1,1,face,True,images/face/user_013/session_1/face_user_013_s1_sample1.png
user_013,1,1,fingerprint,True,images/fingerprint/user_013/session_1/fingerprint_user_013_s1_sample1.png
user_013,1,1,iris,True,images/iris/user_013/session_1/iris_user_013_s1_sample1.png
user_013,1,2,face,True,images/face/user_013/session_1/face_user_013_s1_sample2.png
user_013,1,2,fingerprint,True,images/fingerprint/user_013/session_1/fingerprint_user_013_s1_sample2.png
user_013,1,2,iris,True,images/iris/user_013/session_1/iris_user_013_s1_sample2.png
user_013,1,3,face,True,images/face/user_013/session_1/face_user_013_s1_sample3.png
user_013,1,3,fingerprint,True,images/fingerprint/user_013/session_1/fingerprint_user_013_s1_sample3.png
user_013,1,3,iris,True,images/iris/user_013/session_1/iris_user_013_s1_sample3.png
user_013,2,1,face,True,images/face/user_013/session_2/face_user_013_s2_sample1.png
user_013,2,1,fingerprint,True,images/fingerprint/user_013/session_2/fingerprint_user_013_s2_sample1.png
user_013,2,1,iris,True,images/iris/user_013/session_2/iris_user_013_s2_sample1.png
user_013,2,2,face,True,images/face/user_013/session_2/face_user_013_s2_sample2.png
user_013,2,2,fingerprint,True,images/fingerprint/user_013/session_2/fingerprint_user_013_s2_sample2.png
user_013,2,2,iris,True,images/iris/user_013/session_2/iris_user_013_s2_sample2.png
user_013,2,3,face,True,images/face/user_013/session_2/face_user_013_s2_sample3.png
user_013,2,3,fingerprint,True,images/fingerprint/user_013/session_2/fingerprint_user_013_s2_sample3.png
user_013,2,3,iris,True,images/iris/user_013/session_2/iris_user_013_s2_sample3.png
user_014,1,1,face,True,images/face/user_014/session_1/face_user_014_s1_sample1.png
user_014,1,1,fingerprint,True,images/fingerprint/user_014/session_1/fingerprint_user_014_s1_sample1.png
user_014,1,1,iris,True,images/iris/user_014/session_1/iris_user_014_s1_sample1.png
user_014,1,2,face,True,images/face/user_014/session_1/face_user_014_s1_sample2.png
user_014,1,2,fingerprint,True,images/fingerprint/user_014/session_1/fingerprint_user_014_s1_sample2.png
user_014,1,2,iris,True,images/iris/user_014/session_1/iris_user_014_s1_sample2.png
user_014,1,3,face,True,images/face/user_014/session_1/face_user_014_s1_sample3.png
user_014,1,3,fingerprint,True,images/fingerprint/user_014/session_1/fingerprint_user_014_s1_sample3.png
user_014,1,3,iris,True,images/iris/user_014/session_1/iris_user_014_s1_sample3.png
user_014,2,1,face,True,images/face/user_014/session_2/face_user_014_s2_sample1.png
user_014,2,1,fingerprint,True,images/fingerprint/user_014/session_2/fingerprint_user_014_s2_sample1.png
user_014,2,1,iris,True,images/iris/user_014/session_2/iris_user_014_s2_sample1.png
user_014,2,2,face,True,images/face/user_014/session_2/face_user_014_s2_sample2.png
user_014,2,2,fingerprint,True,images/fingerprint/user_014/session_2/fingerprint_user_014_s2_sample2.png
user_014,2,2,iris,True,images/iris/user_014/session_2/iris_user_014_s2_sample2.png
user_014,2,3,face,True,images/face/user_014/session_2/face_user_014_s2_sample3.png
user_014,2,3,fingerprint,True,images/fingerprint/user_014/session_2/fingerprint_user_014_s2_sample3.png
user_014,2,3,iris,True,images/iris/user_014/session_2/iris_user_014_s2_sample3.png
user_015,1,1,face,True,images/face/user_015/session_1/face_user_015_s1_sample1.png
user_015,1,1,fingerprint,True,images/fingerprint/user_015/session_1/fingerprint_user_015_s1_sample1.png
user_015,1,1,iris,True,images/iris/user_015/session_1/iris_user_015_s1_sample1.png
user_015,1,2,face,True,images/face/user_015/session_1/face_user_015_s1_sample2.png
user_015,1,2,fingerprint,True,images/fingerprint/user_015/session_1/fingerprint_user_015_s1_sample2.png
user_015,1,2,iris,True,images/iris/user_015/session_1/iris_user_015_s1_sample2.png
user_015,1,3,face,True,images/face/user_015/session_1/face_user_015_s1_sample3.png
user_015,1,3,fingerprint,True,images/fingerprint/user_015/session_1/fingerprint_user_015_s1_sample3.png
user_015,1,3,iris,True,images/iris/user_015/session_1/iris_user_015_s1_sample3.png
user_015,2,1,face,True,images/face/user_015/session_2/face_user_015_s2_sample1.png
user_015,2,1,fingerprint,True,images/fingerprint/user_015/session_2/fingerprint_user_015_s2_sample1.png
user_015,2,1,iris,True,images/iris/user_015/session_2/iris_user_015_s2_sample1.png
user_015,2,2,face,True,images/face/user_015/session_2/face_user_015_s2_sample2.png
user_015,2,2,fingerprint,True,images/fingerprint/user_015/session_2/fingerprint_user_015_s2_sample2.png
user_015,2,2,iris,True,images/iris/user_015/session_2/iris_user_015_s2_sample2.png
user_015,2,3,face,True,images/face/user_015/session_2/face_user_015_s2_sample3.png
user_015,2,3,fingerprint,True,images/fingerprint/user_015/session_2/fingerprint_user_015_s2_sample3.png
user_015,2,3,iris,True,images/iris/user_015/session_2/iris_user_015_s2_sample3.png
user_016,1,1,face,True,images/face/user_016/session_1/face_user_016_s1_sample1.png
user_016,1,1,fingerprint,True,images/fingerprint/user_016/session_1/fingerprint_user_016_s1_sample1.png
user_016,1,1,iris,True,images/iris/user_016/session_1/iris_user_016_s1_sample1.png
user_016,1,2,face,True,images/face/user_016/session_1/face_user_016_s1_sample2.png
user_016,1,2,fingerprint,True,images/fingerprint/user_016/session_1/fingerprint_user_016_s1_sample2.png
user_016,1,2,iris,True,images/iris/user_016/session_1/iris_user_016_s1_sample2.png
user_016,1,3,face,True,images/face/user_016/session_1/face_user_016_s1_sample3.png
user_016,1,3,fingerprint,True,images/fingerprint/user_016/session_1/fingerprint_user_016_s1_sample3.png
user_016,1,3,iris,True,images/iris/user_016/session_1/iris_user_016_s1_sample3.png
user_016,2,1,face,True,images/face/user_016/session_2/face_user_016_s2_sample1.png
user_016,2,1,fingerprint,True,images/fingerprint/user_016/session_2/fingerprint_user_016_s2_sample1.png
user_016,2,1,iris,True,images/iris/user_016/session_2/iris_user_016_s2_sample1.png
user_016,2,2,face,True,images/face/user_016/session_2/face_user_016_s2_sample2.png
user_016,2,2,fingerprint,True,images/fingerprint/user_016/session_2/fingerprint_user_016_s2_sample2.png
user_016,2,2,iris,True,images/iris/user_016/session_2/iris_user_016_s2_sample2.png
user_016,2,3,face,True,images/face/user_016/session_2/face_user_016_s2_sample3.png
user_016,2,3,fingerprint,True,images/fingerprint/user_016/session_2/fingerprint_user_016_s2_sample3.png
user_016,2,3,iris,True,images/iris/user_016/session_2/iris_user_016_s2_sample3.png
user_017,1,1,face,True,images/face/user_017/session_1/face_user_017_s1_sample1.png
user_017,1,1,fingerprint,True,images/fingerprint/user_017/session_1/fingerprint_user_017_s1_sample1.png
user_017,1,1,iris,True,images/iris/user_017/session_1/iris_user_017_s1_sample1.png
user_017,1,2,face,True,images/face/user_017/session_1/face_user_017_s1_sample2.png
user_017,1,2,fingerprint,True,images/fingerprint/user_017/session_1/fingerprint_user_017_s1_sample2.png
user_017,1,2,iris,True,images/iris/user_017/session_1/iris_user_017_s1_sample2.png
user_017,1,3,face,True,images/face/user_017/session_1/face_user_017_s1_sample3.png
user_017,1,3,fingerprint,True,images/fingerprint/user_017/session_1/fingerprint_user_017_s1_sample3.png
user_017,1,3,iris,True,images/iris/user_017/session_1/iris_user_017_s1_sample3.png
user_017,2,1,face,True,images/face/user_017/session_2/face_user_017_s2_sample1.png
user_017,2,1,fingerprint,True,images/fingerprint/user_017/session_2/fingerprint_user_017_s2_sample1.png
user_017,2,1,iris,True,images/iris/user_017/session_2/iris_user_017_s2_sample1.png
user_017,2,2,face,True,images/face/user_017/session_2/face_user_017_s2_sample2.png
user_017,2,2,fingerprint,True,images/fingerprint/user_017/session_2/fingerprint_user_017_s2_sample2.png
user_017,2,2,iris,True,images/iris/user_017/session_2/iris_user_017_s2_sample2.png
user_017,2,3,face,True,images/face/user_017/session_2/face_user_017_s2_sample3.png
user_017,2,3,fingerprint,True,images/fingerprint/user_017/session_2/fingerprint_user_017_s2_sample3.png
user_017,2,3,iris,True,images/iris/user_017/session_2/iris_user_017_s2_sample3.png
user_018,1,1,face,True,images/face/user_018/session_1/face_user_018_s1_sample1.png
user_018,1,1,fingerprint,True,images/fingerprint/user_018/session_1/fingerprint_user_018_s1_sample1.png
user_018,1,1,iris,True,images/iris/user_018/session_1/iris_user_018_s1_sample1.png
user_018,1,2,face,True,images/face/user_018/session_1/face_user_018_s1_sample2.png
user_018,1,2,fingerprint,True,images/fingerprint/user_018/session_1/fingerprint_user_018_s1_sample2.png
user_018,1,2,iris,True,images/iris/user_018/session_1/iris_user_018_s1_sample2.png
user_018,1,3,face,True,images/face/user_018/session_1/face_user_018_s1_sample3.png
user_018,1,3,fingerprint,True,images/fingerprint/user_018/session_1/fingerprint_user_018_s1_sample3.png
user_018,1,3,iris,True,images/iris/user_018/session_1/iris_user_018_s1_sample3.png
user_018,2,1,face,True,images/face/user_018/session_2/face_user_018_s2_sample1.png
user_018,2,1,fingerprint,True,images/fingerprint/user_018/session_2/fingerprint_user_018_s2_sample1.png
